gene,transcript,contrast,estimate,SE,df,t.ratio,p.value.corrected
FBgn0004003,FBtr0340470,down - up,-0.34907968,0.125195359,268,-2.788279721,0.062433462
FBgn0004003,FBtr0340470,control - up,0.099436532,0.120306931,268,0.826523724,0.962423028
FBgn0086358,FBtr0086516,down - control,-0.071284409,0.077727307,404,-0.917108952,0.991944452
FBgn0086358,FBtr0086516,down - up,-0.065267581,0.077760405,404,-0.839342098,0.995585451
FBgn0086358,FBtr0086516,control - up,0.006016828,0.078062134,404,0.077077422,1
FBgn0086358,FBtr0305333,down - control,-0.096297796,0.078478298,404,-1.227062748,0.950203088
FBgn0086358,FBtr0305333,down - up,0.021495921,0.078540173,404,0.273693328,0.999999061
FBgn0086358,FBtr0305333,control - up,0.117793718,0.078722044,404,1.496324435,0.856958847
FBgn0086358,FBtr0331925,down - control,-0.049360514,0.081013042,404,-0.609290959,0.999555653
FBgn0086358,FBtr0331925,down - up,-0.055142856,0.081049075,404,-0.680363785,0.999002433
FBgn0086358,FBtr0331925,control - up,-0.005782342,0.08112871,404,-0.07127368,1
FBgn0034436,FBtr0086519,down - control,0.028190526,0.099576801,404,0.283103352,0.999998775
FBgn0034436,FBtr0086519,down - up,0.002327766,0.099364762,404,0.023426476,1
FBgn0034436,FBtr0086519,control - up,-0.02586276,0.099763733,404,-0.259240098,0.999999388
FBgn0034436,FBtr0086520,down - control,-0.010879514,0.096396991,404,-0.112861555,0.999999999
FBgn0034436,FBtr0086520,down - up,0.009672461,0.096320498,404,0.100419547,1
FBgn0034436,FBtr0086520,control - up,0.020551975,0.096700338,404,0.212532608,0.999999873
FBgn0034436,FBtr0308495,down - control,-0.002819115,0.109359703,404,-0.025778371,1
FBgn0034436,FBtr0308495,down - up,0.063638985,0.10990322,404,0.579045677,0.999695578
FBgn0034436,FBtr0308495,control - up,0.0664581,0.109672138,404,0.605970679,0.999573267
FBgn0034439,FBtr0086522,down - control,0.008222417,0.148796252,404,0.055259569,1
FBgn0034439,FBtr0086522,down - up,0.071227649,0.148845626,404,0.478533707,0.999927777
FBgn0034439,FBtr0086522,control - up,0.063005232,0.149534094,404,0.421343592,0.999972787
FBgn0034439,FBtr0334005,down - control,0.174659437,0.172512052,404,1.012447743,0.984596818
FBgn0034439,FBtr0334005,down - up,-0.002470844,0.171532165,404,-0.014404549,1
FBgn0034439,FBtr0334005,control - up,-0.177130281,0.17269397,404,-1.025688856,0.983261581
FBgn0034439,FBtr0334006,down - control,0.11992473,0.155033492,404,0.773540794,0.997500795
FBgn0034439,FBtr0334006,down - up,0.025829578,0.15471929,404,0.166944782,0.999999981
FBgn0034439,FBtr0334006,control - up,-0.094095152,0.155697424,404,-0.604346234,0.999581668
FBgn0012051,FBtr0086529,down - control,0.328099299,0.156864768,404,2.091606054,0.480523591
FBgn0012051,FBtr0086529,down - up,0.21300985,0.156832346,404,1.358201005,0.912581347
FBgn0012051,FBtr0086529,control - up,-0.115089449,0.157738931,404,-0.729619812,0.998349581
FBgn0012051,FBtr0086530,down - control,-0.113136347,0.156712313,404,-0.721936555,0.998470005
FBgn0012051,FBtr0086530,down - up,-0.060158516,0.156727134,404,-0.383842378,0.999986766
FBgn0012051,FBtr0086530,control - up,0.052977832,0.15752846,404,0.336306415,0.999995273
FBgn0012051,FBtr0112869,down - control,-0.333061063,0.156747499,404,-2.124825378,0.457796436
FBgn0012051,FBtr0112869,down - up,-0.040469512,0.156812157,404,-0.25807637,0.999999409
FBgn0012051,FBtr0112869,control - up,0.292591551,0.157565016,404,1.856957584,0.643816331
FBgn0034446,FBtr0086534,down - control,0.338569939,0.28239721,268,1.198913895,0.837147233
FBgn0034446,FBtr0086534,down - up,-0.023914406,0.279484807,268,-0.085566031,0.999999351
FBgn0034446,FBtr0086534,control - up,-0.362484344,0.280137581,268,-1.293951146,0.788216297
FBgn0034446,FBtr0340534,down - control,0.050530568,0.255275513,268,0.19794522,0.999957796
FBgn0034446,FBtr0340534,down - up,-0.051562974,0.255600984,268,-0.201732297,0.999953641
FBgn0034446,FBtr0340534,control - up,-0.102093541,0.256237745,268,-0.398432875,0.998696112
FBgn0266711,FBtr0086540,down - control,0.069285548,0.163179231,269,0.424597834,0.998229449
FBgn0266711,FBtr0086540,down - up,0.072772631,0.163160728,269,0.446018061,0.997758885
FBgn0266711,FBtr0086540,control - up,0.003487084,0.162986627,269,0.021394906,0.999999999
FBgn0266711,FBtr0086541,down - control,0.220973116,0.163427571,269,1.352116508,0.75542541
FBgn0266711,FBtr0086541,down - up,0.480144602,0.163400222,269,2.938457454,0.041354738
FBgn0266711,FBtr0086541,control - up,0.259171485,0.163180289,269,1.588252399,0.607034556
FBgn0020440,FBtr0086542,down - control,1.134262075,0.227634462,404,4.982822299,3.26304388563736e-05
FBgn0020440,FBtr0086542,down - up,1.252409566,0.239207686,404,5.235657714,9.36893564429386e-06
FBgn0020440,FBtr0086542,control - up,0.118147491,0.243597435,404,0.485011226,0.999919985
FBgn0020440,FBtr0114605,down - control,-0.078378177,0.196743086,404,-0.398378304,0.999982349
FBgn0020440,FBtr0114605,down - up,0.057839876,0.196854699,404,0.293820145,0.99999836
FBgn0020440,FBtr0114605,control - up,0.136218053,0.197701512,404,0.689008657,0.998906855
FBgn0020440,FBtr0301883,down - control,-0.060606626,0.195908684,404,-0.309361609,0.999997542
FBgn0020440,FBtr0301883,down - up,-0.045057981,0.195866156,404,-0.230044751,0.999999762
FBgn0020440,FBtr0301883,control - up,0.015548645,0.196789634,404,0.079011503,1
FBgn0261439,FBtr0086552,down - control,-0.036157353,0.071249131,404,-0.507477818,0.999887127
FBgn0261439,FBtr0086552,down - up,0.003433292,0.071245849,404,0.048189363,1
FBgn0261439,FBtr0086552,control - up,0.039590645,0.071628476,404,0.552722151,0.99978505
FBgn0261439,FBtr0086553,down - control,-0.258537038,0.071836514,404,-3.598964161,0.010715955
FBgn0261439,FBtr0086553,down - up,-0.012858034,0.071852011,404,-0.17895162,0.999999968
FBgn0261439,FBtr0086553,control - up,0.245679005,0.072176293,404,3.403873984,0.020703803
FBgn0261439,FBtr0086554,down - control,-0.115503606,0.072360178,404,-1.596231658,0.806608987
FBgn0261439,FBtr0086554,down - up,-0.028428974,0.072447525,404,-0.392407807,0.999984297
FBgn0261439,FBtr0086554,control - up,0.087074632,0.072817526,404,1.195792238,0.957134528
FBgn0034438,FBtr0086555,down - control,0.071447741,0.117033424,268,0.610490048,0.990220352
FBgn0034438,FBtr0086555,down - up,0.197498381,0.117153809,268,1.685804186,0.542384553
FBgn0034438,FBtr0086555,control - up,0.12605064,0.117772999,268,1.070284711,0.892790235
FBgn0034438,FBtr0334008,down - control,-0.144988802,0.11667843,268,-1.242635873,0.815403453
FBgn0034438,FBtr0334008,down - up,-0.178490385,0.116682728,268,-1.529706995,0.645396904
FBgn0034438,FBtr0334008,control - up,-0.033501582,0.117189897,268,-0.285874322,0.999741119
FBgn0034433,FBtr0086558,down - control,-0.05782947,0.096487888,404,-0.599344344,0.999606664
FBgn0034433,FBtr0086558,down - up,-0.083191001,0.096454361,404,-0.862490816,0.994680027
FBgn0034433,FBtr0086558,control - up,-0.025361531,0.096983981,404,-0.261502266,0.999999345
FBgn0034433,FBtr0086559,down - control,0.178076684,0.099053183,404,1.797788609,0.683721596
FBgn0034433,FBtr0086559,down - up,0.175584479,0.098745293,404,1.778155431,0.696672181
FBgn0034433,FBtr0086559,control - up,-0.002492206,0.099928931,404,-0.02493978,1
FBgn0034433,FBtr0113097,down - control,-0.049817488,0.098675897,404,-0.504859738,0.999891468
FBgn0034433,FBtr0113097,down - up,-0.014096854,0.098672002,404,-0.14286579,0.999999995
FBgn0034433,FBtr0113097,control - up,0.035720634,0.099067227,404,0.360569638,0.999991861
FBgn0034408,FBtr0086566,down - control,0.029777995,0.152875809,540,0.19478553,1
FBgn0034408,FBtr0086566,down - up,0.261932226,0.1543996,540,1.696456636,0.86943698
FBgn0034408,FBtr0086566,control - up,0.23215423,0.154956096,540,1.498193596,0.940802841
FBgn0034408,FBtr0086567,down - control,-0.057043145,0.144227558,540,-0.395507948,0.999999791
FBgn0034408,FBtr0086567,down - up,-0.020095745,0.14427007,540,-0.139292547,1
FBgn0034408,FBtr0086567,control - up,0.0369474,0.144911553,540,0.254965178,0.999999998
FBgn0034408,FBtr0086568,down - control,-0.215077463,0.156687474,540,-1.372652561,0.968244939
FBgn0034408,FBtr0086568,down - up,0.07324457,0.159176549,540,0.460146743,0.999998959
FBgn0034408,FBtr0086568,control - up,0.288322033,0.157817615,540,1.826931885,0.802605691
FBgn0034408,FBtr0086569,down - control,0.080496706,0.143972845,540,0.559110334,0.999992039
FBgn0034408,FBtr0086569,down - up,0.08849859,0.144002532,540,0.614562738,0.999978981
FBgn0034408,FBtr0086569,control - up,0.008001885,0.144764431,540,0.055275212,1
FBgn0265356,FBtr0086572,down - control,-0.03069923,0.107429763,677,-0.285760937,1
FBgn0265356,FBtr0086572,down - up,0.070873047,0.107461402,677,0.65952096,0.999997747
FBgn0265356,FBtr0086572,control - up,0.101572277,0.108009112,677,0.940404701,0.999818693
FBgn0265356,FBtr0086573,down - control,-0.594769853,0.108128146,677,-5.500601596,5.53899223676435e-06
FBgn0265356,FBtr0086573,down - up,-0.429546957,0.108208905,677,-3.969608221,0.00693745
FBgn0265356,FBtr0086573,control - up,0.165222896,0.10841052,677,1.524048558,0.972461243
FBgn0265356,FBtr0114622,down - control,-0.056820342,0.108665103,677,-0.522894107,0.999999892
FBgn0265356,FBtr0114622,down - up,-0.055129238,0.108686859,677,-0.507230024,0.999999928
FBgn0265356,FBtr0114622,control - up,0.001691104,0.109139906,677,0.015494826,1
FBgn0265356,FBtr0340447,down - control,-0.099071488,0.10816981,677,-0.91588853,0.999867283
FBgn0265356,FBtr0340447,down - up,-0.102326709,0.10816849,677,-0.945993694,0.999805628
FBgn0265356,FBtr0340447,control - up,-0.003255221,0.108643263,677,-0.029962473,1
FBgn0265356,FBtr0340448,down - control,0.147379965,0.107978527,677,1.364900685,0.989950784
FBgn0265356,FBtr0340448,down - up,0.077131892,0.107950649,677,0.714510688,0.999993735
FBgn0265356,FBtr0340448,control - up,-0.070248073,0.108558922,677,-0.647096265,0.999998236
FBgn0034419,FBtr0086580,down - control,-0.06025179,0.04522679,268,-1.332214614,0.766865218
FBgn0034419,FBtr0086580,down - up,-0.000655002,0.045315786,268,-0.014454175,1
FBgn0034419,FBtr0086580,control - up,0.059596788,0.045361353,268,1.313822993,0.777236994
FBgn0034419,FBtr0086581,down - control,-0.077952663,0.042733901,268,-1.82414103,0.451979297
FBgn0034419,FBtr0086581,down - up,-0.017140079,0.042749421,268,-0.40094295,0.998656029
FBgn0034419,FBtr0086581,control - up,0.060812584,0.042921276,268,1.416840083,0.716804188
FBgn0000578,FBtr0086582,down - control,-0.210503719,0.063645902,269,-3.307419838,0.013526839
FBgn0000578,FBtr0086582,down - up,0.063353478,0.066707046,269,0.949726932,0.933008143
FBgn0000578,FBtr0086582,control - up,0.273857198,0.063553599,269,4.309074551,0.000329216
FBgn0000578,FBtr0340450,down - control,-0.035518319,0.034799141,269,-1.020666555,0.910756237
FBgn0000578,FBtr0340450,down - up,-0.003691208,0.034861128,269,-0.105883212,0.999998122
FBgn0000578,FBtr0340450,control - up,0.031827111,0.034860546,269,0.912983719,0.942973493
FBgn0034420,FBtr0100282,down - control,-0.146584243,0.053314293,948,-2.749436152,0.415035342
FBgn0034420,FBtr0100282,down - up,-0.058232618,0.053376825,948,-1.090971932,0.999963518
FBgn0034420,FBtr0100282,control - up,0.088351625,0.05345699,948,1.652760961,0.987948306
FBgn0034420,FBtr0290311,down - control,-0.058795048,0.053157319,948,-1.106057435,0.999954639
FBgn0034420,FBtr0290311,down - up,-0.068175646,0.053157992,948,-1.282509819,0.999569929
FBgn0034420,FBtr0290311,control - up,-0.009380598,0.053315151,948,-0.175946198,1
FBgn0034420,FBtr0290316,down - control,-0.263031422,0.053812113,948,-4.887959419,0.00023538
FBgn0034420,FBtr0290316,down - up,-0.171364739,0.053892436,948,-3.179754922,0.161052914
FBgn0034420,FBtr0290316,control - up,0.091666684,0.053808674,948,1.703567039,0.982992442
FBgn0034420,FBtr0290317,down - control,0.105216813,0.053081436,948,1.982177205,0.922093404
FBgn0034420,FBtr0290317,down - up,-0.01051867,0.053027339,948,-0.198363156,1
FBgn0034420,FBtr0290317,control - up,-0.115735484,0.053271188,948,-2.172571855,0.83581767
FBgn0034420,FBtr0340451,down - control,-0.093055032,0.053052059,948,-1.754032421,0.976580197
FBgn0034420,FBtr0340451,down - up,0.076251567,0.053143881,948,1.434813669,0.997940636
FBgn0034420,FBtr0340451,control - up,0.169306599,0.053287473,948,3.177230774,0.162110365
FBgn0034420,FBtr0340452,down - control,-0.02602623,0.054434067,948,-0.478123936,1
FBgn0034420,FBtr0340452,down - up,-0.020130746,0.054472781,948,-0.369556048,1
FBgn0034420,FBtr0340452,control - up,0.005895485,0.054562312,948,0.108050491,1
FBgn0034420,FBtr0340453,down - control,-0.022860048,0.053024501,948,-0.431122367,1
FBgn0034420,FBtr0340453,down - up,0.039579101,0.053074138,948,0.745732338,0.999999945
FBgn0034420,FBtr0340453,control - up,0.062439149,0.053247124,948,1.172629511,0.99988724
FBgn0034418,FBtr0086590,down - control,-0.151757029,0.094530757,404,-1.605371988,0.801608155
FBgn0034418,FBtr0086590,down - up,0.041605407,0.094869273,404,0.438555134,0.999962966
FBgn0034418,FBtr0086590,control - up,0.193362435,0.094993484,404,2.035533681,0.519411195
FBgn0034418,FBtr0086592,down - control,0.068626212,0.093619004,404,0.733037193,0.998293553
FBgn0034418,FBtr0086592,down - up,0.054658929,0.093758105,404,0.582978182,0.999679829
FBgn0034418,FBtr0086592,control - up,-0.013967283,0.094097529,404,-0.148434107,0.999999993
FBgn0034418,FBtr0113096,down - control,-0.074001871,0.093314631,404,-0.793036097,0.997023337
FBgn0034418,FBtr0113096,down - up,-0.030359269,0.093289164,404,-0.325431886,0.999996344
FBgn0034418,FBtr0113096,control - up,0.043642602,0.093702083,404,0.465759147,0.999941258
FBgn0034417,FBtr0086593,down - control,-0.274148709,0.284527181,404,-0.963523794,0.988829865
FBgn0034417,FBtr0086593,down - up,-0.079638498,0.284859028,404,-0.279571614,0.99999889
FBgn0034417,FBtr0086593,control - up,0.19451021,0.285825428,404,0.680521016,0.999000759
FBgn0034417,FBtr0100129,down - control,-0.225283843,0.282061482,404,-0.798704741,0.996871302
FBgn0034417,FBtr0100129,down - up,-0.116448426,0.282103378,404,-0.412786357,0.999976771
FBgn0034417,FBtr0100129,control - up,0.108835417,0.283500358,404,0.383898694,0.999986751
FBgn0034417,FBtr0340457,down - control,0.298134788,0.282374517,404,1.055813365,0.979892855
FBgn0034417,FBtr0340457,down - up,0.037425168,0.282281395,404,0.132581064,0.999999997
FBgn0034417,FBtr0340457,control - up,-0.260709621,0.283852508,404,-0.918468617,0.991864315
FBgn0041702,FBtr0086600,down - control,0.015104378,0.061937039,268,0.243866648,0.99988158
FBgn0041702,FBtr0086600,down - up,-0.014625172,0.061963039,268,-0.23603058,0.999899208
FBgn0041702,FBtr0086600,control - up,-0.02972955,0.061955456,268,-0.479853625,0.996825395
FBgn0041702,FBtr0331978,down - control,0.12569769,0.057992831,268,2.167469451,0.256570611
FBgn0041702,FBtr0331978,down - up,0.049729935,0.057914804,268,0.858673983,0.955824984
FBgn0041702,FBtr0331978,control - up,-0.075967755,0.058284311,268,-1.303399723,0.783026001
FBgn0034379,FBtr0086607,down - control,0.081223626,0.152496172,268,0.532627308,0.994807409
FBgn0034379,FBtr0086607,down - up,0.094364752,0.152538727,268,0.618628158,0.989608221
FBgn0034379,FBtr0086607,control - up,0.013141126,0.153226758,268,0.085762608,0.999999344
FBgn0034379,FBtr0340389,down - control,0.671620943,0.195598569,268,3.433670021,0.008933386
FBgn0034379,FBtr0340389,down - up,0.431086916,0.191622177,268,2.249671316,0.218834586
FBgn0034379,FBtr0340389,control - up,-0.240534027,0.199997709,268,-1.202683911,0.835326276
FBgn0010551,FBtr0086614,down - control,0.201909614,0.080101318,540,2.520677799,0.329219892
FBgn0010551,FBtr0086614,down - up,0.135903727,0.080132984,540,1.695977369,0.869653933
FBgn0010551,FBtr0086614,control - up,-0.066005887,0.080651074,540,-0.818412998,0.999638913
FBgn0010551,FBtr0086615,down - control,0.124951762,0.080030746,540,1.561296986,0.922034715
FBgn0010551,FBtr0086615,down - up,0.118885075,0.079947981,540,1.48703036,0.943758359
FBgn0010551,FBtr0086615,control - up,-0.006066687,0.080364066,540,-0.07549004,1
FBgn0010551,FBtr0112861,down - control,0.072589878,0.079701828,540,0.910768045,0.999007848
FBgn0010551,FBtr0112861,down - up,0.010056741,0.079691828,540,0.126195384,1
FBgn0010551,FBtr0112861,control - up,-0.062533137,0.080116379,540,-0.780528756,0.999771626
FBgn0010551,FBtr0112862,down - control,0.060887101,0.080187596,540,0.759308224,0.999825488
FBgn0010551,FBtr0112862,down - up,0.071495688,0.080216349,540,0.891285742,0.99918904
FBgn0010551,FBtr0112862,control - up,0.010608587,0.080603759,540,0.131614047,1
FBgn0034397,FBtr0086617,down - control,0.01766035,0.077357677,268,0.228294725,0.999914505
FBgn0034397,FBtr0086617,down - up,0.021917708,0.077382931,268,0.283236989,0.999752634
FBgn0034397,FBtr0086617,control - up,0.004257359,0.077473928,268,0.054952148,0.999999929
FBgn0034397,FBtr0330053,down - control,-0.056238511,0.108539559,268,-0.518138377,0.995437951
FBgn0034397,FBtr0330053,down - up,-0.076513202,0.107461961,268,-0.712002658,0.980392123
FBgn0034397,FBtr0330053,control - up,-0.020274691,0.106631802,268,-0.190137373,0.999965429
FBgn0034400,FBtr0086628,down - control,-0.05295854,0.190581838,268,-0.277878207,0.999774785
FBgn0034400,FBtr0086628,down - up,-0.059181958,0.192550724,268,-0.307357756,0.999630739
FBgn0034400,FBtr0086628,control - up,-0.006223419,0.192617147,268,-0.032309786,0.999999995
FBgn0034400,FBtr0330054,down - control,0.069032709,0.166958391,268,0.413472536,0.998441403
FBgn0034400,FBtr0330054,down - up,0.071350756,0.166913176,268,0.427472281,0.99817112
FBgn0034400,FBtr0330054,control - up,0.002318047,0.167724843,268,0.013820532,1
FBgn0034396,FBtr0086630,down - control,0.208669247,0.066621869,269,3.132143382,0.023426094
FBgn0034396,FBtr0086630,down - up,0.18108259,0.066618934,269,2.718185041,0.074975304
FBgn0034396,FBtr0086630,control - up,-0.027586657,0.067045767,269,-0.411460085,0.998477623
FBgn0034396,FBtr0303237,down - control,-0.135433543,0.067625568,269,-2.002697301,0.343484752
FBgn0034396,FBtr0303237,down - up,0.099856807,0.067925233,269,1.470098859,0.683641235
FBgn0034396,FBtr0303237,control - up,0.23529035,0.068027734,269,3.458741544,0.00820644
FBgn0034392,FBtr0086636,down - control,0.012759305,0.124254109,268,0.102687184,0.999998388
FBgn0034392,FBtr0086636,down - up,0.019617001,0.124259855,268,0.157870783,0.999986271
FBgn0034392,FBtr0086636,control - up,0.006857696,0.124910849,268,0.054900724,0.999999929
